ID;Gene;ID_uniprot;Specie_ID;Specie;Rank_1;Rank_2;Gene_ID;Transcrit_ID;Total_error;Err_Nter;Err_Interne;Err_Cter;Quality;Gene_length;%GC;Nbr_exon;Exon_length
BBS;BBS1;M3ZLB9_XIPMA;XIPMA;Xiphophorus maculatus;Opisthokonta;Metazoa;ENSXMAG00000003001;ENSXMAT00000003016;0;0;0;0;Confirmed;18603;38.78;7;383.4
BBS;BBS1;H2N1F5_ORYLA;ORYLA;Oryzias latipes;Opisthokonta;Metazoa;ENSORLG00000020379;ENSORLT00000025259;0;0;0;0;Confirmed;2938;57.56;6;299.3
BBS;BBS1;H2SDM2_TAKRU;TAKRU;Takifugu rubripes;Opisthokonta;Metazoa;ENSTRUG00000004418;ENSTRUT00000010561;0;0;0;0;Confirmed;2867;49.77;7;283.1
BBS;BBS1;H3CYE9_TETNG;TETNG;Tetraodon nigroviridis;Opisthokonta;Metazoa;ENSTNIG00000010377;ENSTNIT00000013476;1;1;0;0;Unconfirmed;2800;48.46;7;254.6
BBS;BBS1;G3P7I9_GASAC;GASAC;Gasterosteus aculeatus;Opisthokonta;Metazoa;ENSGACG00000010264;ENSGACT00000013588;0;0;0;0;Confirmed;3557;54.71;7;286.1
BBS;BBS1;F6ZZ65_CIOIN;CIOIN;Ciona intestinalis;Opisthokonta;Metazoa;ENSCING00000006064;ENSCINT00000012520;2;1;1;0;Unconfirmed;1749;42.25;1;1749.0
BBS;BBS1;H2Y718_CIOSA;CIOSA;Ciona savignyi;Opisthokonta;Metazoa;ENSCSAVG00000000620;ENSCSAVT00000001127;1;0;1;0;Unconfirmed;1764;40.7;1;1764.0
BBS;BBS1;W4Y6U2_STRPU;STRPU;Strongylocentrotus purpuratus;Opisthokonta;Metazoa;SPU_011446;SPU_011446-tr;2;1;1;0;Unconfirmed;13201;37.06;14;174.5
BBS;BBS1;T1FT46_HELRO;HELRO;Helobdella robusta;Opisthokonta;Metazoa;HelroG191614;HelroT191614;4;0;4;0;Unconfirmed;6787;35.98;14;171.1
BBS;BBS1;K1RU52_CRAGI;CRAGI;Crassostrea gigas;Opisthokonta;Metazoa;CGI_10020853;EKC38161;0;0;0;0;Confirmed;10314;34.99;16;114.2
BBS;BBS1;V3ZY76_LOTGI;LOTGI;Lottia gigantea;Opisthokonta;Metazoa;LotgiG115648;LotgiT115648;0;0;0;0;Confirmed;12915;31.87;14;123.4
BBS;BBS1;G4VQ40_SCHMA;SCHMA;Schistosoma mansoni;Opisthokonta;Metazoa;Smp_159430;Smp_159430.1;4;1;3;0;Unconfirmed;20791;31.95;11;129.0
BBS;BBS1;H9J068_BOMMO;BOMMO;Bombyx mori;Opisthokonta;Metazoa;BGIBMGA002903;BGIBMGA002903-RA;2;0;1;1;Unconfirmed;6704;37.22;4;225.8
BBS;BBS1;D6WZ82_TRICA;TRICA;Tribolium castaneum;Opisthokonta;Metazoa;TC012625;TC012625_001;0;0;0;0;Confirmed;2598;50.08;6;395.0
BBS;BBS1;Q9VS19_DROME;DROME;Drosophila melanogaster;Opisthokonta;Metazoa;FBgn0035741;FBtr0076912;1;0;1;0;Unconfirmed;2214;54.61;3;689.7
BBS;BBS1;B3M8B7_DROAN;DROAN;Drosophila ananassae;Opisthokonta;Metazoa;FBgn0102000;FBtr0129708;0;0;0;0;Confirmed;2224;54.0;3;610.0
BBS;BBS1;B4HV21_DROSE;DROSE;Drosophila sechellia;Opisthokonta;Metazoa;FBgn0169740;FBtr0197804;0;0;0;0;Confirmed;2070;54.69;3;606.0
BBS;BBS1;B4QJX6_DROSI;DROSI;Drosophila simulans;Opisthokonta;Metazoa;FBgn0185688;FBtr0213902;0;0;0;0;Confirmed;2468;52.84;3;725.0
BBS;BBS1;B4LHK4_DROVI;DROVI;Drosophila virilis;Opisthokonta;Metazoa;FBgn0199311;FBtr0227984;0;0;0;0;Confirmed;2031;52.73;4;462.0
BBS;BBS1;B4GR41_DROPE;DROPE;Drosophila persimilis;Opisthokonta;Metazoa;FBgn0162612;FBtr0190640;0;0;0;0;Confirmed;1996;57.57;4;454.5
BBS;BBS1;Q2M0T4_DROPS;DROPS;Drosophila pseudoobscura pseudoobscura;Opisthokonta;Metazoa;FBgn0073313;FBtr0276200;0;0;0;0;Confirmed;2109;56.8;5;375.0
BBS;BBS1;B4MMM3_DROWI;DROWI;Drosophila willistoni;Opisthokonta;Metazoa;FBgn0218653;FBtr0247302;0;0;0;0;Confirmed;1960;48.83;3;606.0
BBS;BBS1;B4IZI2_DROGR;DROGR;Drosophila grimshawi;Opisthokonta;Metazoa;FBgn0121990;FBtr0149928;0;0;0;0;Confirmed;2167;50.12;5;384.0
BBS;BBS1;A0A0L0CC86_LUCCU;LUCCU;Lucilia cuprina;Opisthokonta;Metazoa;FF38_13487;KNC29861;0;0;0;0;Confirmed;3610;35.37;5;360.0
BBS;BBS1;Q7QJD7_ANOGA;ANOGA;Anopheles gambiae;Opisthokonta;Metazoa;AGAP007459;AGAP007459-RA;0;0;0;0;Confirmed;2143;55.72;4;453.8
BBS;BBS1;W5JPA7_ANODA;ANODA;Anopheles darlingi;Opisthokonta;Metazoa;ADAC002259;ADAC002259-RA;0;0;0;0;Confirmed;3557;51.42;5;421.8
BBS;BBS1;B0WXE2_CULQU;CULQU;Culex quinquefasciatus;Opisthokonta;Metazoa;CPIJ011387;CPIJ011387-RA;0;0;0;0;Confirmed;2079;55.46;4;453.0
BBS;BBS1;K7JBG2_NASVI;NASVI;Nasonia vitripennis;Opisthokonta;Metazoa;NV18743;NV18743-RA;0;0;0;0;Confirmed;2188;44.74;6;289.5
BBS;BBS1;A0A158N997_ATTCE;ATTCE;Atta cephalotes;Opisthokonta;Metazoa;LOC105617143;XM_012198715.1;1;1;0;0;Unconfirmed;13661;32.51;6;262.5
BBS;BBS1;A0A067RAV1_ZOONE;ZOONE;Zootermopsis nevadensis;Opisthokonta;Metazoa;L798_04509;KDR20997;1;0;1;0;Unconfirmed;5195;35.65;12;148.2
BBS;BBS1;J9JSR9_ACYPI;ACYPI;Acyrthosiphon pisum;Opisthokonta;Metazoa;ACYPI003369;ACYPI003369-RA;0;0;0;0;Confirmed;8995;28.54;10;162.0
BBS;BBS1;E0VBP2_PEDHC;PEDHC;Pediculus humanus subsp. corporis;Opisthokonta;Metazoa;PHUM065830;PHUM065830-RA;3;1;2;0;Unconfirmed;2529;27.44;8;210.4
BBS;BBS1;E9G8C5_DAPPU;DAPPU;Daphnia pulex;Opisthokonta;Metazoa;DAPPUDRAFT_314992;EFX84297;2;0;2;0;Unconfirmed;1980;41.72;7;226.7
BBS;BBS1;T1J8I6_STRMM;STRMM;Strigamia maritima;Opisthokonta;Metazoa;SMAR010018;SMAR010018-RA;0;0;0;0;Confirmed;3219;31.69;16;138.9
BBS;BBS1;T1JYJ2_TETUR;TETUR;Tetranychus urticae;Opisthokonta;Metazoa;tetur03g00560;tetur03g00560.1;0;0;0;0;Confirmed;2231;35.23;6;308.5
BBS;BBS1;A0A132A4K1_SARSC;SARSC;Sarcoptes scabiei;Opisthokonta;Metazoa;SSCA005254;SSCA005254-RA;1;1;0;0;Unconfirmed;2415;33.89;6;282.0
BBS;BBS1;BBS1_CAEEL;CAEEL;Caenorhabditis elegans;Opisthokonta;Metazoa;WBGene00000241;Y105E8A.5;0;0;0;0;Confirmed;4884;41.48;9;213.2
BBS;BBS1;G0NCM0_CAEBE;CAEBE;Caenorhabditis brenneri;Opisthokonta;Metazoa;WBGene00164616;CBN25891;1;0;1;0;Unconfirmed;5896;42.74;8;205.9
BBS;BBS1;E3MFB0_CAERE;CAERE;Caenorhabditis remanei;Opisthokonta;Metazoa;WBGene00060871;CRE20678;1;0;1;0;Unconfirmed;2251;37.18;9;199.0
BBS;BBS1;A8X7A4_CAEBR;CAEBR;Caenorhabditis briggsae;Opisthokonta;Metazoa;WBGene00030482;CBG08744;1;0;1;0;Unconfirmed;2550;39.06;9;238.3
BBS;BBS1;H3E7Q4_PRIPA;PRIPA;Pristionchus pacificus;Opisthokonta;Metazoa;PPA05743;PPA05743;2;1;0;1;Unconfirmed;4754;41.65;12;66.0
BBS;BBS1;A0A0H5S235_BRUMA;BRUMA;Brugia malayi;Opisthokonta;Metazoa;WBGene00227493;Bm7232;0;0;0;0;Confirmed;4726;24.48;9;193.7
BBS;BBS1;A0A044R639_ONCVO;ONCVO;Onchocerca volvulus;Opisthokonta;Metazoa;WBGene00248065;OVOC11256;0;0;0;0;Confirmed;5224;25.82;9;230.3
BBS;BBS1;A7S5W5_NEMVE;NEMVE;Nematostella vectensis;Opisthokonta;Metazoa;NEMVEDRAFT_v1g186039;EDO40876;0;0;0;0;Confirmed;2613;41.6;2;1149.0
BBS;BBS1;B3S0W6_TRIAD;TRIAD;Trichoplax adhaerens;Opisthokonta;Metazoa;TriadG26650;TriadT26650;0;0;0;0;Confirmed;4486;31.52;21;82.1
BBS;BBS1;A9UW13_MONBE;MONBE;Monosiga brevicollis;Opisthokonta;Choanoflagellida;MONBRDRAFT_24309;EDQ90689;2;1;1;0;Unconfirmed;3217;54.46;14;116.4
BBS;BBS1;F2TWH2_SALR5;SALR5;Salpingoeca rosetta (strain ATCC 50818 / BSB-021);Opisthokonta;Choanoflagellida;PTSG_00438;EGD72418;0;0;0;0;Confirmed;6605;53.69;18;130.4
BBS;BBS1;A0A0L0DY00_THETB;THETB;Thecamonas trahens ATCC 50062;Apusozoa;Apusomonadidae;AMSG_02384;KNC56413;2;0;2;0;Unconfirmed;1999;65.63;3;626.0
BBS;BBS1;A0A0S4KEX6_BODSA;BODSA;Bodo saltans;Euglenozoa;Kinetoplastida;BSAL_79295;CUI14243;1;0;1;0;Unconfirmed;1843;53.23;2;921.0
BBS;BBS1;E9AFP5_LEIMA;LEIMA;Leishmania major;Euglenozoa;Kinetoplastida;LMJF_35_4180;CBZ13049;0;0;0;0;Confirmed;1779;60.71;1;1779.0
BBS;BBS1;A4IBV8_LEIIN;LEIIN;Leishmania infantum;Euglenozoa;Kinetoplastida;LINJ_35_4250;CAM72330;0;0;0;0;Confirmed;1782;60.21;1;1782.0
BBS;BBS1;A4HN90_LEIBR;LEIBR;Leishmania braziliensis;Euglenozoa;Kinetoplastida;LBRM_34_4180;CAM43635;0;0;0;0;Confirmed;1791;59.52;1;1791.0
BBS;BBS1;W6L664_9TRYP;9TRYP;Phytomonas sp. isolate Hart1;Euglenozoa;Kinetoplastida;GSHART1_T00005991001;CCW68928;1;1;0;0;Unconfirmed;936;60.04;1;936.0
BBS;BBS1;A0A0M9GAT6_9TRYP;9TRYP;Leptomonas pyrrhocoris;Euglenozoa;Kinetoplastida;ABB37_00656;KPA86510;0;0;0;0;Confirmed;2069;58.29;1;2069.0
BBS;BBS1;S9U0A0_9TRYP;9TRYP;Strigomonas culicis;Euglenozoa;Kinetoplastida;STCU_07315;EPY24162;2;1;1;0;Unconfirmed;1308;64.14;1;1308.0
BBS;BBS1;S9UFH8_9TRYP;9TRYP;Strigomonas culicis;Euglenozoa;Kinetoplastida;STCU_05653;EPY27633;1;0;1;0;Unconfirmed;1866;63.13;1;1866.0
BBS;BBS1;S9U312_9TRYP;9TRYP;Strigomonas culicis;Euglenozoa;Kinetoplastida;STCU_07759;EPY23333;1;0;0;1;Unconfirmed;1350;62.59;1;1350.0
BBS;BBS1;S9WN89_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;AGDE_06489;EPY37445;1;0;1;0;Unconfirmed;1938;52.27;1;1938.0
BBS;BBS1;S9VGG5_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;AGDE_02021;EPY41902;2;0;1;1;Unconfirmed;1857;52.45;1;1857.0
BBS;BBS1;S9U7B2_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;AGDE_12226;EPY24679;2;1;1;0;Unconfirmed;1314;53.65;1;1314.0
BBS;BBS1;A0A0N1IJK5_LEPSE;LEPSE;Leptomonas seymouri;Euglenozoa;Kinetoplastida;ABL78_5139;KPI85782;0;0;0;0;Confirmed;1779;57.62;1;1779.0
BBS;BBS1;Q4E4V4_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;Tc00.1047053508461.100;EAN99754;0;0;0;0;Confirmed;1761;46.39;1;1761.0
BBS;BBS1;V5DUI8_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;TCDM_00062;ESS71051;0;0;0;0;Confirmed;1761;46.68;1;1761.0
BBS;BBS1;K2NS17_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;MOQ_004366;EKF31792;0;0;0;0;Confirmed;1761;45.54;1;1761.0
BBS;BBS1;A0A061J9B9_TRYRA;TRYRA;Trypanosoma rangeli SC58;Euglenozoa;Kinetoplastida;TRSC58_02388;ESL09887;0;0;0;0;Confirmed;1761;48.72;1;1761.0
BBS;BBS1;D2V8J4_NAEGR;NAEGR;Naegleria gruberi;Heterolobosea;Schizopyrenida;NAEGRDRAFT_65179;EFC46696;2;1;1;0;Unconfirmed;1680;35.71;1;1680.0
BBS;BBS1;A2FQ75_TRIVA;TRIVA;Trichomonas vaginalis;Parabasalia;Trichomonadida;TVAG_489860;EAX92947;0;0;0;0;Confirmed;1698;38.1;1;1698.0
BBS;BBS1;T0RT93_9STRA;9STRA;Saprolegnia diclina VS20;Stramenopiles;Oomycetes;SDRG_08992;EQC33482;0;0;0;0;Confirmed;3258;56.05;19;127.0
BBS;BBS1;A0A024TEN6_9STRA;9STRA;Aphanomyces invadans;Stramenopiles;Oomycetes;H310_13179;ETV92493;0;0;0;0;Confirmed;2806;59.19;18;104.7
BBS;BBS1;W4FS53_9STRA;9STRA;Aphanomyces astaci;Stramenopiles;Oomycetes;H257_14612;ETV69786;0;0;0;0;Confirmed;3647;44.8;18;110.2
BBS;BBS1;A0A024GAQ7_9STRA;9STRA;Albugo candida;Stramenopiles;Oomycetes;BN9_047100;CCI43926;2;1;1;0;Unconfirmed;4939;45.47;9;402.0
BBS;BBS1;D0MZ16_PHYIT;PHYIT;Phytophthora infestans (strain T30-4);Stramenopiles;Oomycetes;PITG_03986;PITG_03986T0;0;0;0;0;Confirmed;2368;49.62;10;177.0
BBS;BBS1;H3HDM8_PHYRM;PHYRM;Phytophthora ramorum;Stramenopiles;Oomycetes;Phyra96286;Phyra96286;3;1;1;1;Unconfirmed;5342;53.0;17;218.5
BBS;BBS1;A0A0W8C0V4_PHYNI;PHYNI;Phytophthora nicotianae;Stramenopiles;Oomycetes;AM587_10016725;KUF77701;2;1;1;0;Unconfirmed;3762;50.19;14;193.7
BBS;BBS1;V9EH23_PHYPR;PHYPR;Phytophthora parasitica P1569;Stramenopiles;Oomycetes;F443_15837;ETI38454;1;0;0;1;Unconfirmed;2937;48.66;9;268.1
BBS;BBS1;W2YN75_PHYPR;PHYPR;Phytophthora parasitica P10297;Stramenopiles;Oomycetes;F442_15678;ETP36391;1;0;0;1;Unconfirmed;2808;48.75;10;219.8
BBS;BBS1;W2R2K8_PHYPN;PHYPN;Phytophthora parasitica (strain INRA-310);Stramenopiles;Oomycetes;PPTG_04854;ETN19598;1;0;0;1;Unconfirmed;2937;48.66;9;268.1
BBS;BBS1;G5AEZ3_PHYSP;PHYSP;Phytophthora sojae (strain P6497);Stramenopiles;Oomycetes;PHYSODRAFT_353152;EGZ05783;0;0;0;0;Confirmed;2597;52.68;10;187.8
BBS;BBS1;K3WRX6_PYTUL;PYTUL;Pythium ultimum DAOM BR144;Stramenopiles;Oomycetes;PYU1_G007704;PYU1_T007720;2;1;0;1;Unconfirmed;1551;47.45;7;159.0
BBS;BBS1;A0A067C4C7_SAPPC;SAPPC;Saprolegnia parasitica (strain CBS 223.65);Stramenopiles;Oomycetes;SPRG_10692;KDO23995;0;0;0;0;Confirmed;2664;57.06;19;93.7
BBS;BBS1;F0Y6H0_AURAN;AURAN;Aureococcus anophagefferens;Stramenopiles;Pelagophyceae;AURANDRAFT_24826;EGB09204;2;0;2;0;Unconfirmed;1812;70.25;1;1812.0
BBS;BBS1;A0A0G4ENF0_VITBC;VITBC;Vitrella brassicaformis (strain CCMP3155);Alveolata;Chromerida;Vbra_2988;CEL99367;2;0;2;0;Unconfirmed;3482;60.2;13;185.9
BBS;BBS1;Q3SE77_PARTE;PARTE;Paramecium tetraurelia;Alveolata;Ciliophora;GSPATT00033252001;CAK63399;1;0;1;0;Unconfirmed;1724;31.5;3;558.0
BBS;BBS1;G0QUX9_ICHMG;ICHMG;Ichthyophthirius multifiliis (strain G5);Alveolata;Ciliophora;IMG5_120000;EGR30984;3;0;2;1;Unconfirmed;4361;16.17;13;124.8
BBS;BBS1;Q22BU8_TETTS;TETTS;Tetrahymena thermophila (strain SB210);Alveolata;Ciliophora;TTHERM_01084190;EAR82752;0;0;0;0;Confirmed;2443;24.52;7;252.0
BBS;BBS1;A0A0V0QQ18_PSEPJ;PSEPJ;Pseudocohnilembus persalinus;Alveolata;Ciliophora;PPERSA_00184;KRX04415;1;0;1;0;Unconfirmed;2878;20.29;9;183.7
BBS;BBS1;J9I6B1_9SPIT;9SPIT;Oxytricha trifallax;Alveolata;Ciliophora;OXYTRI_05451;EJY73419;0;0;0;0;Confirmed;2026;32.77;4;446.2
BBS;BBS1;A0A078AXW3_STYLE;STYLE;Stylonychia lemnae;Alveolata;Ciliophora;STYLEM_16001;CDW86901;2;0;2;0;Unconfirmed;1878;33.01;3;570.0
BBS;BBS1;C5KZJ7_PERM5;PERM5;Perkinsus marinus (strain ATCC 50983 / TXsc);Alveolata;Perkinsea;Pmar_PMAR029077;EER10096;2;1;0;1;Unconfirmed;1183;41.76;3;103.7
BBS;BBS1;A0A0G4INI7_PLABS;PLABS;Plasmodiophora brassicae;Rhizaria;Cercozoa;PBRA_005334;CEO96730;1;0;1;0;Unconfirmed;1836;71.08;1;1836.0
BBS;BBS1;X6NC44_RETFI;RETFI;Reticulomyxa filosa;Rhizaria;Foraminifera;RFI_13726;ETO23458;2;1;1;0;Unconfirmed;590;34.92;2;280.5
BBS;BBS1;L1JFP4_GUITH;GUITH;Guillardia theta CCMP2712;Cryptophyta;Pyrenomonadales;GUITHDRAFT_70223;EKX46920;2;1;0;1;Unconfirmed;2344;45.73;15;108.4
BBS;BBS10;BBS10_HUMAN;HUMAN;Homo sapiens;Opisthokonta;Metazoa;ENSG00000179941;ENST00000393262;0;0;0;0;Confirmed;3969;37.16;2;1797.5
BBS;BBS10;H2Q6I5_PANTR;PANTR;Pan troglodytes;Opisthokonta;Metazoa;ENSPTRG00000005241;ENSPTRT00000009638;0;0;0;0;Confirmed;4589;39.51;2;2107.5
BBS;BBS10;G3S2X3_GORGO;GORGO;Gorilla gorilla gorilla;Opisthokonta;Metazoa;ENSGGOG00000023091;ENSGGOT00000024352;0;0;0;0;Confirmed;3944;37.35;2;1785.0
BBS;BBS10;G1QXS8_NOMLE;NOMLE;Nomascus leucogenys;Opisthokonta;Metazoa;ENSNLEG00000004748;ENSNLET00000006048;0;0;0;0;Confirmed;3962;37.66;2;1793.5
BBS;BBS10;A0A0D9QVJ6_CHLSB;CHLSB;Chlorocebus sabaeus;Opisthokonta;Metazoa;ENSCSAG00000004028;ENSCSAT00000002057;0;0;0;0;Confirmed;2659;41.11;2;1140.0
BBS;BBS10;A0A096MWX4_PAPAN;PAPAN;Papio anubis;Opisthokonta;Metazoa;ENSPANG00000026355;ENSPANT00000025906;0;0;0;0;Confirmed;2542;40.09;2;1081.5
BBS;BBS10;F6YBY1_CALJA;CALJA;Callithrix jacchus;Opisthokonta;Metazoa;ENSCJAG00000001113;ENSCJAT00000002027;0;0;0;0;Confirmed;2558;36.73;2;1086.0
BBS;BBS10;H0XKK6_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAG00000025855;ENSOGAT00000030336;0;0;0;0;Confirmed;2537;40.28;2;1075.5
BBS;BBS10;BBS10_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUSG00000035759;ENSMUST00000040454;1;0;1;0;Unconfirmed;3049;44.97;2;1372.0
BBS;BBS10;B1H296_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOG00000026913;ENSRNOT00000039096;1;0;1;0;Unconfirmed;3035;45.54;2;1339.0
